id,name,developer,status,status_group,category,facility_type,ai_classification,confidence,capacity_mw,operational_capacity_mw,planned_capacity_mw,capacity_label,landscape_weight,location,city,county,state,latitude,longitude,precision,powered_by,energy_source,utility,onsite_generation_mw,water_cooling_type,water_reported_mgd,water_notes,community_status,investment_usd,land_acres,jobs_construction,jobs_permanent,nearest_nuclear_name,nearest_nuclear_state,nearest_nuclear_distance_mi,nearest_nuclear_capacity_mw,nearest_nuclear_latitude,nearest_nuclear_longitude,nearest_power_name,nearest_power_state,nearest_power_distance_mi,nearest_power_capacity_mw,nearest_power_source,nearest_power_latitude,nearest_power_longitude,nearest_water_name,nearest_water_type,nearest_water_distance_mi,nearest_water_latitude,nearest_water_longitude,source,source_url,source_count,notes
terawulf-lansing-ny,"TeraWulf AI Data Center Campus, Lansing",TeraWulf / Cayuga Operating Company,Proposed,Proposed,confirmed,data_center,confirmed,confirmed,400.0,,400.0,400 MW planned,400.0,"Lansing, Tompkins, NY",Lansing,Tompkins,NY,42.5453,-76.4968,exact,Grid (NYSEG); former coal plant infrastructure,grid,New York State Electric & Gas (NYSEG),,closed_loop,,TeraWulf proposes closed-loop cooling system; water withdrawal permit application for over 1 million gallons daily from Cayuga Lake submitted to NYSDEC; community contests reliability of closed-loop commitment given LLC structure.,opposed,,,,,R E Ginna Nuclear Power Plant,NY,65.2,614.0,43.2777,-77.3099,Yellow Barn Solar,NY,3.2,160.0,SUN,42.56495,-76.43907,Lake Ontario - Rochester,lake,70.3,43.156,-77.608,Tompkins County Legislature Urges State to Deny Water Permit for Lansing Data Center,https://www.ithaca.com/news/regional_news/tompkins-county-legislature-urges-state-to-deny-water-permit-for-lansing-data-center/article_1d89f22d-fcd0-43b3-97e2-173e08a483ea.html,2,"Site is the former Cayuga Power Plant (coal-fired, retired). NYSDEC water permit application for Cayuga Lake withdrawal was originally filed in 2021 for 'unspecified future use.' Permit dates to 1955 without modern monitoring requirements per opposition. TeraWulf also has a separate cryptomining operation at the Susquehanna site in PA (Nautilus)."
tierpoint-hawthorne-westchester-ny,TierPoint Hawthorne (11 & 17 Skyline Drive),"TierPoint, LLC",Operating,Operating,Data center,data_center,,confirmed,,,,,8,"Hawthorne, Westchester, NY",Hawthorne,Westchester,NY,41.088456,-73.815184,exact,,,,,,,,,,,,,Millstone,CT,87.0,2259.9,41.3107,-72.1677,Westchester County Medical Center,NY,0.6,6.1,DFO,41.08921,-73.80443,Hudson River - New York,river,22.3,40.79,-73.98,"TierPoint Hawthorne, New York Data Center",https://www.tierpoint.com/data-centers/new-york/new-york-hawthorne/,3,"Two adjacent buildings on a shared campus with Westchester County Medical Center and New York Medical College: 11 Skyline Drive (46,000+ sqft total, 28,000+ sqft raised floor, backup generation two 2MW + three 1MW) and 17 Skyline Drive (172,000+ sqft total, 28,000+ sqft raised floor, backup generation two 2,000kW). No whole-campus IT-load MW figure is publicly disclosed — generator specs are backup capacity, not confirmed critical load, so capacityMw is omitted. SOC 1/2 Type II, HITRUST, GLBA, HIPAA, PCI-DSS, NIST SP 800-53, ISO 27001, ITAR-registered. No AI/HPC marketing found. Coordinates are an approximate geocode of the Skyline Drive campus, not a confirmed parcel pin."
aws-cosgray-hilliard-oh,AWS Cosgray Road Campus,Amazon Web Services,Operating,Operating,Data center,data_center,,reported,,,,,8,"Hilliard, Franklin, OH",Hilliard,Franklin,OH,40.04946,-83.1761,exact,,,,,,,,,,,,,Oklo Aurora Powerhouse,OH,71.9,1200.0,39.018,-82.996,Pleasant Prairie Solar Energy LLC,OH,7.4,200.0,SUN,39.944801,-83.20397,Ohio River - Cincinnati,river,96.6,39.103,-84.512,AWS Hilliard campuses coverage (Cosgray Road enrichment),https://www.datacenterdynamics.com/en/news/aws-planning-third-data-center-campus-in-hilliard-ohio/,3,"Separate AWS Hilliard campus on Cosgray Road, in active litigation: the City of Hilliard appealed an Ohio EPA air permit for a 228-unit Bloom Energy fuel-cell array (73MW, the largest fuel-cell array in North America), and AWS is separately seeking a permit for 158 diesel backup generators. Approved by the Ohio Power Siting Board under Ohio's HB15 behind-the-meter law, overriding local zoning. Distinct from the Scioto Darby campus. Coordinates are now parcel-exact via the Franklin County Auditor (parcel 050-011455, 4580-4640 Cosgray Rd, Amazon Data Services Inc, data-center use class, ~95 ac)."
aws-crosby-court-franklin-county-oh,AWS Crosby Court Campus,Amazon Web Services,Operating,Operating,likely,data_center,likely,reported,,,,,66.82,"Plain City, Franklin, OH",Plain City,Franklin,OH,40.10187,-83.198633,exact,,,,,,,,,,66.82,,,Oklo Aurora Powerhouse,OH,75.7,1200.0,39.018,-82.996,Pleasant Prairie Solar Energy LLC,OH,10.9,200.0,SUN,39.944801,-83.20397,Ohio River - Cincinnati,river,98.2,39.103,-84.512,"Franklin County Auditor parcel/GIS record (parcel 275-000010, 6685 Crosby Ct — VADATA INC, assessed building area 768,498 sq ft = built, 66.8 ac)","https://gis.franklincountyohio.gov/hosting/rest/services/ParcelFeatures/Parcel_Features/FeatureServer/0/query?where=PARCELID%3D'275-000010'&outFields=PARCELID,SITEADDRESS,OWNERNME1,CLASSDSCRP,BLDGAREA,ACRES&returnCentroid=true&outSR=4326&f=json",1,"Operational AWS data center on a ~67-acre Vadata Inc parcel at 6685 Crosby Ct, far-northwest Franklin County (Brown Township, Plain City mailing area, in the 'New California' growth corridor near the Union County line) — part of Amazon's AWS US-East-2 (Ohio) build-out. Franklin County Auditor assessed building area 768,498 sq ft (= built); owner Vadata Inc. The auditor land-use class here reads 'Other Industrial Research/Chemical Lab' rather than the 'data center' class used on the nearby Hilliard AWS parcels (an assessment-class quirk; the two Vadata parcels share an identical 768,498 sq ft building figure). Sits ~2 km south of the Amazon Warner Rd and Industrial Pkwy campuses across the line in Jerome Township, Union County. No dedicated second public source specific to 6685 Crosby Ct was found (a similarly-named baxtel 'Crosby Campus' entry documents a different New Albany site and was excluded); the record rests on the Franklin County Auditor parcel record. No site-specific IT-load MW is disclosed. Coordinates are the Franklin County Auditor parcel centroid."
aws-hayden-run-hilliard-oh,AWS Hayden Run Campus,Amazon Web Services,Operating,Operating,likely,data_center,likely,reported,,,,,55.22,"Hilliard, Franklin, OH",Hilliard,Franklin,OH,40.059949,-83.134305,exact,,,,,,,,,,55.22,,,Oklo Aurora Powerhouse,OH,72.4,1200.0,39.018,-82.996,PS ST-8 Engine No 1,OH,8.2,2.0,DFO,39.961419,-83.04907,Ohio River - Cincinnati,river,98.8,39.103,-84.512,"Franklin County Auditor parcel/GIS record (parcel 050-011444, 5109-5129 Hayden Run Rd — VADATA INC, land-use class 'data center', assessed building area 768,498 sq ft = built, 55.2 ac)","https://gis.franklincountyohio.gov/hosting/rest/services/ParcelFeatures/Parcel_Features/FeatureServer/0/query?where=PARCELID%3D'050-011444'&outFields=PARCELID,SITEADDRESS,OWNERNME1,CLASSDSCRP,BLDGAREA,ACRES&returnCentroid=true&outSR=4326&f=json",2,"AWS's first US East (Ohio) region data center — a ~55-acre Vadata Inc campus at 5109-5129 Hayden Run Rd, Hilliard. Broke ground 2015; first building completed ~2018; a multi-building campus that has continued expanding. Franklin County Auditor land-use class 'data center' with 768,498 sq ft of assessed building area (= built/operational); owner Vadata Inc (Amazon's data-center subsidiary). Data-center directories (DC Byte / baxtel) list several numbered Hayden Run buildings (5109/5113/5117/5121/5125) that correspond to buildings within this single county parcel, not separate sites. No site-specific IT-load MW is disclosed. Coordinates are the Franklin County Auditor parcel centroid. Distinct from the tracked AWS Cosgray Road and AWS Scioto Darby campuses (also Hilliard, Franklin County)."
aws-industrial-parkway-jerome-township-oh,AWS Industrial Parkway Campus (Jerome Township),Amazon Web Services,Operating,Operating,likely,data_center,likely,reported,,,,,86.18,"Plain City, Union, OH",Plain City,Union,OH,40.134553,-83.212394,exact,,,,,,,,mixed,,86.18,,,Oklo Aurora Powerhouse,OH,78.0,1200.0,39.018,-82.996,Pleasant Prairie Solar Energy LLC,OH,13.1,200.0,SUN,39.944801,-83.20397,Ohio River - Cincinnati,river,99.3,39.103,-84.512,"Union County Auditor building record (parcel 1500220390010 / 8565 Industrial Pkwy — Amazon Data Services Inc, year built 2024, ~215,000 sq ft, $46.9M appraised building value, 86.2 ac)","https://www7.co.union.oh.us/unioncountyohio/rest/services/ParcelAllSaleinfoBuildingInfo/MapServer/1/query?where=ParcelNo%3D'1500220390010'&outFields=ParcelNo,DeedOwner,Address,city,township,Acreage,classDescription,yearBuilt,TotalBuildingArea,AppraisedBuildValue&f=json",3,"Operational AWS data center on an ~86-acre Amazon Data Services Inc parcel at 8565 Industrial Pkwy, Jerome Township / Plain City, Union County — part of Amazon's AWS US-East-2 (Ohio) cluster in the Jerome Township / 'New California' corridor first announced Nov 2019 ($200M, ~125 acres at the NW corner of Warner Rd / Industrial Pkwy). Union County Auditor building record: year built 2024, ~215,000 sq ft assessed, $46.9M appraised building value. Sits ~2 km north of the Amazon Warner Rd campus (tracked separately) and is distinct from the still-vacant AWS 'Project Cosmos' site ~9 mi north in Marysville (Paris Township). No site-specific IT-load MW is disclosed. Coordinates are the Union County Auditor parcel centroid."
aws-2550-beech-road-new-albany-oh,AWS New Albany (2550 Beech Road),Amazon Web Services,Operating,Operating,Data center,data_center,,reported,,,,,65.3,"New Albany, Licking County, OH",New Albany,Licking County,OH,40.094442,-82.750086,exact,,,,,,,,,,65.3,,,Oklo Aurora Powerhouse,OH,75.5,1200.0,39.018,-82.996,Flint,OH,0.9,200.0,MWH,40.09639,-82.73361,Lake Erie - Cleveland,lake,111.7,41.499,-81.694,"Licking County parcel/GIS record (parcel 095-111744-00.000, 2550 Beech Rd NW — Vadata Inc, Industrial land-use class 305 'Research/Chemical Labs' = built, 65.3 ac)",https://gis.lickingcounty.gov/server/rest/services/Auditor/Parcels/FeatureServer/0/query?where=Parcel%3D'095-111744-00.000'&outFields=*&returnCentroid=true&outSR=4326&f=json,3,"Operational AWS data center on a ~65-acre Vadata Inc parcel at 2550 Beech Rd NW — part of Amazon's original New Albany (AWS US-East-2) footprint, predating and physically distinct from the ~458-acre Beech/Miller five-building expansion tracked separately as aws-beech-road-new-albany-oh (under construction, ~2.4 km north). Licking County Auditor land-use class 305 ('Research/Chemical Labs' = built industrial, vs class 300 'Industrial Vacant Land' on the neighboring expansion parcels); owner Vadata Inc (Amazon's data-center subsidiary). Data-center aggregators list the building as '2570 Beech Road' / 'Park Two' (a prior Compute Atlas note called it 'Ridge Two'), ~459,000 sq ft, operational since ~2017 — the building code-name and year rest on aggregator data, not a primary filing. No site-specific IT-load MW is disclosed. Coordinates are the Licking County Auditor parcel centroid. Distinct from tracked aws-cosgray-hilliard-oh and aws-scioto-darby-hilliard-oh (Hilliard, Franklin County)."
aws-3180-beech-road-new-albany-oh,AWS New Albany (3180 Beech Road),Amazon Web Services,Operating,Operating,likely,data_center,likely,reported,,,,,106.41,"New Albany, Licking County, OH",New Albany,Licking County,OH,40.104129,-82.750939,exact,,,,,,,,,,106.41,,,Oklo Aurora Powerhouse,OH,76.2,1200.0,39.018,-82.996,Flint,OH,1.1,200.0,MWH,40.09639,-82.73361,Lake Erie - Cleveland,lake,111.1,41.499,-81.694,"Licking County Auditor parcel/GIS record (parcel 095-111618-04.000, Beech Rd NW — Amazon Data Services Inc, Industrial land-use class 305 'Research/Chemical Labs' = built, 106.4 ac)",https://gis.lickingcounty.gov/server/rest/services/Auditor/Parcels/FeatureServer/0/query?where=Parcel%3D'095-111618-04.000'&outFields=*&returnCentroid=true&outSR=4326&f=json,2,"Operational AWS data center on a ~106-acre Amazon Data Services Inc parcel on Beech Rd NW, New Albany — a second built AWS building on Beech Rd, physically distinct from the tracked '2550 Beech Road' building (aws-2550-beech-road-new-albany-oh, ~1.1 km south) and from the under-construction ~458-acre Beech/Miller five-building expansion (aws-beech-road-new-albany-oh). Data-center directories label it the 'North Hub'; the 112-acre parcel was bought April 2020 for $21.8M and the building is listed as built 2024 / fully operational. Licking County Auditor land-use class 305 ('Research/Chemical Labs' = built industrial, vs class 300 'Industrial Vacant Land' on the neighboring pre-construction parcels); owner Amazon Data Services Inc. No site-specific IT-load MW is disclosed. Coordinates are the Licking County Auditor parcel centroid (parcel 095-111618-04.000)."
aws-beech-road-new-albany-oh,AWS New Albany (Beech/Miller Road Campus),Amazon Web Services,Under construction,Under construction,Data center,data_center,,reported,,,,,458.0,"New Albany, Licking County, OH",New Albany,Licking County,OH,40.11593,-82.75731,exact,,,,,,,,,3500000000.0,458.0,,,Oklo Aurora Powerhouse,OH,76.9,1200.0,39.018,-82.996,Flint,OH,1.8,200.0,MWH,40.09639,-82.73361,Lake Erie - Cleveland,lake,110.6,41.499,-81.694,"Licking County parcel/GIS record (AMAZON DATA SERVICES INC — Beech Rd NW / Miller Rd NW cluster; anchor parcel 095-111408, 199.81 ac)",https://gis.lickingcounty.gov/server/rest/services/Auditor/Parcels/FeatureServer/0/query?where=UPPER(OwnerName)+LIKE+'%25AMAZON%25'&outFields=*&returnCentroid=true&outSR=4326&f=json,4,"AWS's Licking-side New Albany expansion: a $3.5B, five-building, ~1.25M sq ft campus (announced Sept 2023, targeted through 2030) on the Amazon Data Services Beech Rd NW / Miller Rd NW parcel cluster (~458 ac). Two buildings were completed and staffed as of Aug 2025; the remainder are under construction. Adjacent to (but distinct from) AWS's pre-existing 2570 Beech Rd ""Ridge Two"" campus (operational since ~2017, a separate parcel not in this record). No site-specific IT-load MW is disclosed (a widely-repeated 500 MW figure is an AWS us-east-2 regional aggregate, not this campus). Amazon's 2023 Ohio Job Creation Tax Credit is a multi-site umbrella (17 facilities across Franklin/Licking/Union counties), not specific to this parcel. Distinct from tracked aws-cosgray-hilliard-oh and aws-scioto-darby-hilliard-oh (Hilliard, Franklin County, west of Columbus)."
aws-newton-court-new-albany-oh,AWS New Albany (Newton Court),Amazon Web Services,Operating,Operating,likely,data_center,likely,reported,,,,,92.69,"New Albany, Licking County, OH",New Albany,Licking County,OH,40.093702,-82.72994,exact,,,,,,,,,,92.69,,,Oklo Aurora Powerhouse,OH,75.7,1200.0,39.018,-82.996,Flint,OH,0.3,200.0,MWH,40.09639,-82.73361,Lake Erie - Cleveland,lake,111.2,41.499,-81.694,"Licking County Auditor parcel/GIS record (parcel 095-112074-00.000, 2575 Newton Ct — Amazon Data Services Inc, Industrial land-use class 305 'Research/Chemical Labs' = built, 92.7 ac)",https://gis.lickingcounty.gov/server/rest/services/Auditor/Parcels/FeatureServer/0/query?where=Parcel%3D'095-112074-00.000'&outFields=*&returnCentroid=true&outSR=4326&f=json,2,"Operational AWS data center on a ~93-acre Amazon Data Services Inc parcel at 2575 Newton Ct, New Albany (~7 km south of the Beech/Miller cluster) — part of Amazon's AWS US-East-2 (Ohio) footprint. Data-center directories label it '2575 Newton' / 'Tower Ultra', built 2024 / fully operational. Licking County Auditor land-use class 305 ('Research/Chemical Labs' = built industrial); owner Amazon Data Services Inc. Data-center directories list numbered Newton addresses (2575/2675/2775/2875/2975) as separate sites, but only one Amazon-owned parcel (095-112074-00.000) exists at 2575 Newton Ct — the numbered addresses are buildings within this single parcel, not distinct sites. No site-specific IT-load MW is disclosed. Coordinates are the Licking County Auditor parcel centroid."
aws-project-cosmos-marysville-oh,AWS Project Cosmos,Amazon Web Services,Under construction,Under construction,mixed_use,data_center,mixed_use,confirmed,,,,,55.0,"Marysville, Union, OH",Marysville,Union,OH,40.237,-83.35,exact,Grid (city water supply; non-contact cooling with on-site storage),grid,,,,,,,1000000000.0,55.0,,50.0,Oklo Aurora Powerhouse,OH,86.3,1200.0,39.018,-82.996,Richwood Solar and Storage,OH,8.1,50.0,MWH,40.353175,-83.33117,Ohio River - Cincinnati,river,99.8,39.103,-84.512,"AWS gets go-ahead for data center campus in Marysville, Ohio",https://www.datacenterdynamics.com/en/news/aws-gets-go-ahead-for-data-center-campus-in-marysville-ohio/,3,"14684 Industrial Parkway, Marysville OH 43040 (Union County, ~30 mi NW of Columbus). Two-building campus totaling ~500,000 sq ft on 55 acres. Also referenced as 'Project Cosmo' (without trailing 's') in DCD. Jobs updated to 50 per Marysville city FAQ ('at least 50 full-time operational jobs'); original record stated 25 from DCD/Amazon initial filing. Construction start updated to early 2026 per city FAQ; DCD had projected August 2025 which appears delayed. Part of AWS's broader $10B+ Ohio infrastructure commitment. Coordinates are approximate Marysville Innovation Park area."
aws-galaxy-sidney-oh,"AWS Project Galaxy — Sidney, OH",Amazon Web Services,Under construction,Under construction,likely,data_center,likely,reported,1500.0,,1500.0,"1,500 MW planned",1500.0,"Sidney, Shelby County, OH",Sidney,Shelby County,OH,40.29,-84.16,exact,AES Ohio (Dayton Power and Light),grid,AES Ohio (Dayton Power and Light),,evaporative,,"City of Sidney public water system (groundwater wells, Great Miami River, Tawawa Creek). Development agreement caps withdrawal at 1.0 million gallons per day (694 gpm maximum); projected average annual usage is 4.6 million gallons per year (~12,600 gpd average). All wastewater including cooling discharge routed to city sanitary sewer. Miami Valley Conservancy District raised concerns citing peak draw up to 300 gpm. Cooling type inferred from industrial-scale water-in / wastewater-out pattern; not explicitly stated in sources.",contested,3000000000.0,,,75.0,Davis Besse,OH,106.3,925.2,41.5967,-83.0861,Sidney (OH),OH,1.8,13.5,DFO,40.27917,-84.19097,Ohio River - Cincinnati,river,84.1,39.103,-84.512,"Amazon secures tax break for $3bn data center campus in Sidney, Ohio",https://www.datacenterdynamics.com/en/news/amazon-secures-tax-break-for-3bn-data-center-campus-in-sidney-ohio/,5,"Codename 'Project Galaxy.' Coordinates approximate (parcel: north of Millcreek Road, west of Vandemark Road, Sidney OH). AES Ohio FERC filing shows phased power ramp: 65 MW at initial operations (Sept 15, 2026 target), 480 MW within one year, 1,500 MW by January 2031 — 1,500 MW taken as planned total capacity. $3B investment described as a firm commitment in the approved development agreement (not 'up to'). AWS has committed an estimated $23B in Ohio data centers through 2029–2030. Baxtel lists a 'West Hub' expansion site associated with this campus. FERC filing lists location as 'Jefferson Township, Ohio'; confirmed as Sidney/Shelby County campus from all other sources."
aws-scioto-darby-hilliard-oh,AWS Scioto Darby Campus,Amazon Web Services,Operating,Operating,Data center,data_center,,confirmed,,,,,8,"Hilliard, Franklin, OH",Hilliard,Franklin,OH,40.01895,-83.12439,exact,,,,,,,,,,,,,Oklo Aurora Powerhouse,OH,69.5,1200.0,39.018,-82.996,PS ST-8 Engine No 1,OH,5.6,2.0,DFO,39.961419,-83.04907,Ohio River - Cincinnati,river,97.3,39.103,-84.512,"AWS planning third data center campus in Hilliard, Ohio",https://www.datacenterdynamics.com/en/news/aws-planning-third-data-center-campus-in-hilliard-ohio/,4,"AWS's 3rd Hilliard campus, at 4120 Scioto Darby Rd. 152 acres across 6 parcels, up to 7 buildings plus 1 utility/security building; land bought January 2021 for $15.29M. Distinct from the tracked AWS Cosmos/Galaxy campuses and from the AWS Cosgray Road campus (also in Hilliard)."
aws-warner-road-jerome-township-oh,AWS Warner Road Campus (Jerome Township),Amazon Web Services,Operating,Operating,likely,data_center,likely,reported,,,,,92.78,"Plain City, Union, OH",Plain City,Union,OH,40.118607,-83.199984,exact,,,,,,,,mixed,,92.78,,,Oklo Aurora Powerhouse,OH,76.8,1200.0,39.018,-82.996,Pleasant Prairie Solar Energy LLC,OH,12.0,200.0,SUN,39.944801,-83.20397,Ohio River - Cincinnati,river,99.0,39.103,-84.512,"Union County Auditor building record (parcel 1500300200000 / 8567 Warner Rd — Amazon Data Services Inc, year built 2023-2024, multiple buildings ~214k+214k+157k sq ft, $36.7M appraised building value, 92.8 ac)","https://www7.co.union.oh.us/unioncountyohio/rest/services/ParcelAllSaleinfoBuildingInfo/MapServer/1/query?where=ParcelNo%3D'1500300200000'&outFields=ParcelNo,DeedOwner,Address,city,township,Acreage,classDescription,yearBuilt,TotalBuildingArea,AppraisedBuildValue&f=json",3,"Operational AWS data center on a ~93-acre Amazon Data Services Inc parcel at 8567 Warner Rd, Jerome Township / Plain City, Union County — part of Amazon's AWS US-East-2 (Ohio) Jerome Township / 'New California' cluster. Jerome Township Trustees rezoned 99.5 acres on the south side of Warner Rd (west of Industrial Pkwy) for an Amazon data center in Feb 2021. Union County Auditor building record: year built 2023-2024, multiple buildings (~214k + 214k + 157k sq ft assessed), $36.7M appraised building value. Sits ~2 km south of the Amazon Industrial Pkwy campus (tracked separately) and ~2 km north of the Amazon Crosby Ct campus across the line in Franklin County. No site-specific IT-load MW is disclosed. Coordinates are the Union County Auditor parcel centroid."
aligned-conesville-oh,Aligned Data Centers – Conesville Industrial Park,Aligned Data Centers,Under construction,Under construction,confirmed,data_center,confirmed,reported,,,,,197.0,"Conesville, Coshocton County, OH",Conesville,Coshocton County,OH,40.27,-81.83,exact,AEP Ohio (PJM grid),grid,AEP Ohio (PJM interconnect),,unknown,,No cooling type or water consumption data disclosed. Former coal plant had access to Muskingum River cooling water infrastructure; Aligned has not confirmed whether this will be utilized.,supported,,197.0,,,Beaver Valley,PA,77.3,1846.8,40.6219,-80.4336,Dresden Energy Facility,OH,16.1,678.3,NG,40.0928,-82.0276,Lake Erie - Cleveland,lake,85.2,41.499,-81.694,Aligned Data Centers official press release – Ohio mega-scale AI campus expansion,https://aligneddc.com/press-release/aligned-data-centers-expands-in-ohio-with-new-mega-scale-ai-campus/,7,"Brownfield redevelopment of former AEP Conesville coal plant (2 GW, operational 62 years, closed May 2020). Frontier Group of Companies acquired the plant in 2020 and built the Conesville Industrial Park across ~2,500 acres; Aligned purchased a 197-acre parcel. Aligned describes the project as 'AI/HPC' and 'Gigascale' in its press materials, and this is its third Ohio campus (others: Perkins Township/Sandusky, 96 MW total; Pataskala). Multi-building campus — renderings show up to four buildings; second, third, and fourth buildings referenced at groundbreaking. Capacity MW not publicly disclosed. Investment described as 'multi-billion dollar' — no firm figure confirmed; field omitted per policy. Construction jobs described as 'thousands'; permanent roles as 'hundreds of high-quality long-term positions' — projections only, numeric fields omitted. Aligned is exploring on-site nuclear power (SMRs) for this campus and nearby Zanesville/Cambridge sites; no agreement confirmed. Coordinates approximate (village-level). Site infrastructure funding note: the Coshocton Port Authority received a $58.7M grant (Ohio Dept of Development All Ohio Future Fund, announced July 21, 2025) for utility upgrades, water/wastewater extensions, and roadway improvements across the broader industrial park — this benefits Aligned indirectly but is not a direct subsidy to Aligned and is therefore not listed under subsidies."
ark-data-centers-akron-i-summit-county-oh,Ark Data Centers Akron I (fka Involta),Ark Data Centers (formerly Involta),Operating,Operating,Data center,data_center,,confirmed,1.0,1.0,,1 MW operating,1.0,"Akron, Summit, OH",Akron,Summit,OH,41.057162,-81.521388,approximate,,,,,,,,,,,,,Perry,OH,55.0,1311.6,41.8006,-81.1439,IGS AKC1,OH,3.2,3.8,SUN,41.049604,-81.58158,Lake Erie - Cleveland,lake,31.8,41.499,-81.694,"Involta / Ark Data Centers — Akron, Ohio",https://www.involta.com/data-centers/data-center-locations/ohio/akron/,2,"191 E. Miller Ave, Akron, Summit County. First (""3rd-generation"" per operator terminology) of two Ark Data Centers buildings at this address — see also Ark Data Centers Akron II, a separate, Tier III-certified building at the same street address. 10,000 sq ft / 300 racks, 1MW utility power with a 1MW N+1 diesel generator, 2N battery UPS. No formal Tier certification found for this building (unlike Akron II). Fiber-ring-connected to the company's Independence, OH facility. The operator's own Ohio rollup page lists a conflicting ""Akron: 20,000 sqft / 5MW"" combined figure that does not reconcile with the per-building detail page used here — flagged as an inconsistency on the operator's own materials, detail-page figures preferred. No AI/HPC-specific marketing found."
ark-data-centers-akron-ii-summit-county-oh,Ark Data Centers Akron II (fka Involta),Ark Data Centers (formerly Involta),Operating,Operating,Data center,data_center,,confirmed,1.0,1.0,,1 MW operating,1.0,"Akron, Summit, OH",Akron,Summit,OH,41.057297,-81.521336,approximate,,,,,,,,,,,,,Perry,OH,55.0,1311.6,41.8006,-81.1439,IGS AKC1,OH,3.2,3.8,SUN,41.049604,-81.58158,Lake Erie - Cleveland,lake,31.8,41.499,-81.694,"Involta / Ark Data Centers — Akron, Ohio",https://www.involta.com/data-centers/data-center-locations/ohio/akron/,2,"191 E. Miller Ave, Akron, Summit County — same street address as Ark Data Centers Akron I but a physically separate (""4th-generation"") building, per the operator's own materials describing ""two purpose-built, concurrently maintainable facilities"" totaling 52,000+ sq ft. 10,000 sq ft / 300 racks, 1MW utility power with a 1MW N+1 diesel generator, 2N battery UPS. Uptime Institute-certified Tier III — the only Tier certification found across any of the Ark/Involta Ohio sites researched. ENERGY STAR certified 2023. Fiber-ring-connected to the company's Independence, OH facility. No AI/HPC-specific marketing found (one customer testimonial referencing AI describes a tenant's healthcare application, not the operator's own infrastructure marketing)."
ark-data-centers-independence-cuyahoga-county-oh,Ark Data Centers Independence (fka Involta),Ark Data Centers (formerly Involta),Operating,Operating,Data center,data_center,,confirmed,,,,,8,"Independence, Cuyahoga, OH",Independence,Cuyahoga,OH,41.360599,-81.632511,exact,,,,,,,,,,,,,Perry,OH,39.5,1311.6,41.8006,-81.1439,Cleveland Works,OH,8.1,102.0,BFG,41.4739,-81.6728,Lake Erie - Cleveland,lake,10.1,41.499,-81.694,"Involta expands data center in Independence, Ohio",https://www.datacenterdynamics.com/en/news/involta-expands-data-center-in-independence-ohio/,4,"7300 E Pleasant Valley Rd, Independence, Cuyahoga County (Cleveland metro). Rebranded from Involta to Ark Data Centers May 15, 2024 (Carlyle-backed). Fiber-ring-connected to the company's Akron facilities for real-time twinned services, per the City of Independence's own economic development page (independent of operator marketing). A single third-party directory cites 1.5MW capacity, uncorroborated elsewhere — omitted from capacityMw rather than stated as fact. No source supports a Tier rating or 2N+ UPS claim for this specific site (an unrelated ""Cleveland"" line item on the operator's own rollup page does not reconcile with this facility's known footprint) — no Tier/redundancy field set. No AI/HPC-specific marketing found."
edgeconnex-ashville-oh,Ashville Campus,EdgeConneX,Proposed,Proposed,Data center,data_center,,reported,,,,,8,"Ashville, Pickaway, OH",Ashville,Pickaway,OH,39.72,-83.03,approximate,,,,,,,,opposed,,,,,Oklo Aurora Powerhouse,OH,48.5,1200.0,39.018,-82.996,"Darby Power, LLC",OH,7.9,564.0,NG,39.7139,-83.1778,Ohio River - Cincinnati,river,89.9,39.103,-84.512,"Proposed EdgeConneX data center in Pickaway County, Ohio facing criticism",https://www.datacenterdynamics.com/en/news/proposed-edgeconnex-data-center-in-pickaway-county-ohio-facing-criticism/,1,680 acres north of SR-752; 1.8GW substation plus a 200MW gas turbine energy center planned. Facing local opposition/criticism.
bitdeer-clarington-oh,Bitdeer Clarington HPC/AI Campus,Bitdeer,Under construction,Under construction,likely,data_center,likely,confirmed,570.0,,570.0,570 MW planned,570.0,"Clarington, Monroe, OH",Clarington,Monroe,OH,39.7748,-80.8731,exact,AEP Ohio,grid,AEP Ohio,,,,,litigation,,,,,Beaver Valley,PA,63.0,1846.8,40.6219,-80.4336,Axiall Natrium Plant,WV,2.1,115.5,NG,39.7475,-80.8547,Ohio River - Pittsburgh,river,64.8,40.441,-80.01,Bitdeer announces November 2025 production and operations update,https://ir.bitdeer.com/news-releases/news-release-details/bitdeer-announces-november-2025-production-and-operations-update,4,"Clarington, Monroe County; 570 MW via an AEP Ohio LOA, targeted available by end of Q3 2026. Bitdeer transitioning from bitcoin mining toward HPC/AI. Coordinates are the Clarington area centroid. No Clarington-specific capex, water, or jobs figures are disclosed; Bitdeer's 2026 mining capex guidance is company-wide and excludes AI/HPC. Some cooling/jobs figures in secondary coverage describe Bitdeer's separate Shalersville (Portage County) site, not Clarington."
